restaurant_id,nombre,ciudad,vertical,rating_actual,rating_prom_30d,delta_rating,tasa_cancelacion_pct,tiempo_entrega_avg_min,ordenes_7d,ordenes_7d_anterior,var_ordenes_pct,quejas_7d,nps_score,valor_ticket_prom_mxn,kam_asignado,activo_desde,semaforo_riesgo,rating_score,cancel_score,delivery_score,orders_score,complaints_score,nps_risk_score,drop_rating_flag,high_cancel_flag,delivery_delay_flag,order_drop_flag,complaint_spike_flag,low_nps_flag,risk_score,risk_level,risk_drivers,recommended_action,urgency
R0084,Cevichería Fusión,CDMX,Mercado,4.4,4.4,0.01,7.8,21,256,242,5.7,2,86,410.69,Roberto Sánchez,2026-02-13,🟢 ESTABLE,0,10,0,0,0,0,0,1,0,0,0,0,10,Stable,High cancellation rate,"Review menu availability, prep flow, and operational bottlenecks with the partner.",Low
R0085,Tortas El Rey,Lima,Comida,1.3,2.1,-0.78,40.8,63,21,33,-37.2,18,0,129.74,Paula Herrera,2025-02-23,🔴 CRÍTICO,25,20,15,20,10,10,1,1,1,1,1,1,100,Critical,"Strong rating drop, High cancellation rate, Delivery delays",Contact the partner today to review customer experience issues and recent complaints.,Immediate
R0086,Parrilla Casero,Guadalajara,Bebidas,5.0,4.8,0.22,1.6,19,303,317,-4.5,0,92,286.44,Paula Herrera,2026-05-19,🟢 ESTABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,Stable,No major risk signals,No immediate action required. Keep under routine monitoring.,Low
R0087,Los Tacos de Express,Buenos Aires,Bebidas,4.9,4.9,-0.03,9.5,32,433,367,18.0,0,78,467.12,Juan Pérez,2026-08-10,🟢 ESTABLE,0,10,0,0,0,0,0,1,0,0,0,0,10,Stable,High cancellation rate,"Review menu availability, prep flow, and operational bottlenecks with the partner.",Low
R0088,El Fogón La Familia,Querétaro,Bebidas,4.3,4.3,0.04,4.0,23,119,110,7.8,0,81,353.38,Diego Vargas,2026-02-18,🟢 ESTABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,Stable,No major risk signals,No immediate action required. Keep under routine monitoring.,Low
R0089,El Rincón Del Barrio 4,Guadalajara,Comida,3.6,3.8,-0.17,12.1,59,110,126,-12.6,17,48,241.58,Roberto Sánchez,2026-05-01,🟡 EN RIESGO,0,20,15,10,10,5,0,1,1,1,1,1,60,Critical,"High cancellation rate, Delivery delays, Order volume decline","Review menu availability, prep flow, and operational bottlenecks with the partner.",Immediate
R0090,Café Artesanal,Córdoba,Farmacia,4.6,4.4,0.15,8.2,36,108,104,3.8,0,74,336.99,Ana Torres,2024-06-25,🟢 ESTABLE,0,10,8,0,0,0,0,1,1,0,0,0,18,Stable,"High cancellation rate, Delivery delays","Review menu availability, prep flow, and operational bottlenecks with the partner.",Low
R0091,El Fogón El Rey 9,Santiago,Mercado,3.9,4.0,-0.14,10.5,60,103,115,-10.2,10,49,196.1,María López,2024-07-05,🟡 EN RIESGO,0,20,15,10,10,5,0,1,1,1,1,1,60,Critical,"High cancellation rate, Delivery delays, Order volume decline","Review menu availability, prep flow, and operational bottlenecks with the partner.",Immediate
R0092,Café La Familia,Cali,Comida,4.2,4.2,0.0,4.9,32,348,322,8.1,1,76,306.77,Sofía Ramírez,2026-05-03,🟢 ESTABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,Stable,No major risk signals,No immediate action required. Keep under routine monitoring.,Low
R0093,La Cocina de Gourmet,São Paulo,Farmacia,4.3,4.1,0.17,3.6,37,156,151,3.3,4,86,228.09,Diego Vargas,2025-11-26,🟢 ESTABLE,0,0,8,0,5,0,0,0,1,0,1,0,13,Stable,"Delivery delays, Complaint spike",Check preparation and delivery bottlenecks and align on corrective actions with the partner.,Low
R0094,El Asadero La Abuela,Buenos Aires,Comida,3.4,3.7,-0.29,11.5,57,117,125,-6.3,6,50,227.27,Isabella Moreno,2026-03-12,🟢 ESTABLE,10,20,15,0,10,5,1,1,1,0,1,1,60,Critical,"Strong rating drop, High cancellation rate, Delivery delays",Contact the partner today to review customer experience issues and recent complaints.,Immediate
R0095,Los Tacos de Premium,CDMX,Farmacia,2.1,2.5,-0.44,24.2,63,14,25,-42.9,42,25,90.11,Isabella Moreno,2026-02-12,🔴 CRÍTICO,10,20,15,20,10,10,1,1,1,1,1,1,85,Critical,"Strong rating drop, High cancellation rate, Delivery delays",Contact the partner today to review customer experience issues and recent complaints.,Immediate
R0096,Sushi El Portal,CDMX,Farmacia,4.3,4.1,0.23,7.9,23,449,424,5.9,3,76,409.96,Juan Pérez,2026-08-27,🟢 ESTABLE,0,10,0,0,5,0,0,1,0,0,1,0,15,Stable,"High cancellation rate, Complaint spike","Review menu availability, prep flow, and operational bottlenecks with the partner.",Low
R0097,Cevichería Casero,Córdoba,Mercado,4.5,4.3,0.22,5.2,24,268,239,12.0,4,79,336.97,Sofía Ramírez,2026-04-22,🟢 ESTABLE,0,10,0,0,5,0,0,1,0,0,1,0,15,Stable,"High cancellation rate, Complaint spike","Review menu availability, prep flow, and operational bottlenecks with the partner.",Low
R0098,Burger Del Barrio,Puebla,Bebidas,3.0,3.3,-0.31,17.7,46,100,106,-6.0,16,57,202.55,Carlos Mendoza,2025-10-05,🟡 EN RIESGO,10,20,8,0,10,0,1,1,1,0,1,0,48,At Risk,"Strong rating drop, High cancellation rate, Delivery delays",Contact the partner today to review customer experience issues and recent complaints.,Soon
R0099,El Fogón Artesanal 8,CDMX,Comida,5.0,4.8,0.23,9.0,18,292,303,-3.7,4,76,260.16,Carlos Mendoza,2026-04-07,🟢 ESTABLE,0,10,0,0,5,0,0,1,0,0,1,0,15,Stable,"High cancellation rate, Complaint spike","Review menu availability, prep flow, and operational bottlenecks with the partner.",Low
R0100,Café Express,Bogotá,Comida,3.6,3.7,-0.12,11.7,44,90,100,-9.6,7,54,232.89,Roberto Sánchez,2026-08-13,🟢 ESTABLE,0,20,8,0,10,0,0,1,1,0,1,0,38,At Risk,"High cancellation rate, Delivery delays, Complaint spike","Review menu availability, prep flow, and operational bottlenecks with the partner.",Soon
R0101,La Fonda de Artesanal 8,CDMX,Comida,4.3,4.3,0.02,1.4,31,407,355,14.8,3,67,217.69,Roberto Sánchez,2026-07-06,🟢 ESTABLE,0,0,0,0,5,0,0,0,0,0,1,0,5,Stable,Complaint spike,No immediate action required. Keep under routine monitoring.,Low
R0102,El Fogón La Plaza,Tijuana,Comida,4.2,4.1,0.07,6.5,25,372,353,5.4,5,86,209.11,Diego Vargas,2024-07-17,🟢 ESTABLE,0,10,0,0,5,0,0,1,0,0,1,0,15,Stable,"High cancellation rate, Complaint spike","Review menu availability, prep flow, and operational bottlenecks with the partner.",Low
R0103,La Cocina de El Rey 7,Puebla,Comida,4.2,4.0,0.22,4.1,38,133,116,14.3,5,89,293.06,Ana Torres,2026-02-20,🟢 ESTABLE,0,0,8,0,5,0,0,0,1,0,1,0,13,Stable,"Delivery delays, Complaint spike",Check preparation and delivery bottlenecks and align on corrective actions with the partner.,Low
R0104,Burger Clásico,Tijuana,Farmacia,1.9,2.7,-0.79,23.0,84,7,11,-37.1,16,25,99.95,Ana Torres,2025-12-07,🔴 CRÍTICO,25,20,15,20,10,10,1,1,1,1,1,1,100,Critical,"Strong rating drop, High cancellation rate, Delivery delays",Contact the partner today to review customer experience issues and recent complaints.,Immediate
R0105,Parrilla El Rápido,Lima,Bebidas,4.7,4.7,-0.02,4.2,19,415,402,3.3,0,90,305.13,Paula Herrera,2026-08-18,🟢 ESTABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,Stable,No major risk signals,No immediate action required. Keep under routine monitoring.,Low
R0106,Burger El Rápido,Buenos Aires,Farmacia,3.4,3.5,-0.12,13.2,37,84,103,-18.8,14,56,148.87,Sofía Ramírez,2025-12-18,🟡 EN RIESGO,0,20,8,10,10,0,0,1,1,1,1,0,48,At Risk,"High cancellation rate, Delivery delays, Order volume decline","Review menu availability, prep flow, and operational bottlenecks with the partner.",Soon
R0107,Café La Abuela,Guadalajara,Comida,4.6,4.5,0.07,7.2,29,308,320,-3.9,2,84,519.37,Sofía Ramírez,2026-10-01,🟢 ESTABLE,0,10,0,0,0,0,0,1,0,0,0,0,10,Stable,High cancellation rate,"Review menu availability, prep flow, and operational bottlenecks with the partner.",Low
R0108,El Mercado de 100% Natural,CDMX,Comida,4.7,4.7,-0.04,1.3,37,427,373,14.5,0,69,202.86,Diego Vargas,2026-03-12,🟢 ESTABLE,0,0,8,0,0,0,0,0,1,0,0,0,8,Stable,Delivery delays,Check preparation and delivery bottlenecks and align on corrective actions with the partner.,Low
R0109,Carnitas 100% Natural 9,Buenos Aires,Comida,3.5,3.7,-0.21,14.8,55,65,78,-16.3,6,30,237.71,Roberto Sánchez,2026-01-25,🟡 EN RIESGO,10,20,15,10,10,5,1,1,1,1,1,1,70,Critical,"Strong rating drop, High cancellation rate, Delivery delays",Contact the partner today to review customer experience issues and recent complaints.,Immediate
R0110,El Rincón El Torito,Buenos Aires,Comida,3.2,3.4,-0.19,18.3,50,55,67,-18.2,18,32,192.33,Roberto Sánchez,2024-08-27,🟡 EN RIESGO,0,20,8,10,10,5,0,1,1,1,1,1,53,At Risk,"High cancellation rate, Delivery delays, Order volume decline","Review menu availability, prep flow, and operational bottlenecks with the partner.",Soon
R0111,Parrilla La Abuela 6,Lima,Farmacia,2.8,3.1,-0.34,34.0,78,37,61,-38.9,21,25,93.89,Roberto Sánchez,2024-04-23,🔴 CRÍTICO,10,20,15,20,10,10,1,1,1,1,1,1,85,Critical,"Strong rating drop, High cancellation rate, Delivery delays",Contact the partner today to review customer experience issues and recent complaints.,Immediate
R0112,Cevichería Del Norte,Santiago,Farmacia,4.7,4.8,-0.07,4.6,33,349,331,5.3,3,91,375.47,María López,2025-12-10,🟢 ESTABLE,0,0,0,0,5,0,0,0,0,0,1,0,5,Stable,Complaint spike,No immediate action required. Keep under routine monitoring.,Low
R0113,Cevichería La Esquina,CDMX,Comida,5.0,4.8,0.21,6.8,23,146,138,5.8,0,91,222.21,María López,2025-11-13,🟢 ESTABLE,0,10,0,0,0,0,0,1,0,0,0,0,10,Stable,High cancellation rate,"Review menu availability, prep flow, and operational bottlenecks with the partner.",Low
R0114,Café Casero,Monterrey,Comida,5.0,4.8,0.26,8.6,26,180,162,10.9,4,73,222.56,Sofía Ramírez,2026-08-11,🟢 ESTABLE,0,10,0,0,5,0,0,1,0,0,1,0,15,Stable,"High cancellation rate, Complaint spike","Review menu availability, prep flow, and operational bottlenecks with the partner.",Low
R0115,El Fogón Premium,Tijuana,Comida,3.4,3.7,-0.34,17.5,54,73,79,-7.4,14,31,252.04,Ana Torres,2024-08-14,🟡 EN RIESGO,10,20,15,0,10,5,1,1,1,0,1,1,60,Critical,"Strong rating drop, High cancellation rate, Delivery delays",Contact the partner today to review customer experience issues and recent complaints.,Immediate
R0116,La Fonda de La Plaza,CDMX,Mercado,4.7,4.6,0.1,6.6,27,408,343,18.9,3,72,453.59,Paula Herrera,2025-10-31,🟢 ESTABLE,0,10,0,0,5,0,0,1,0,0,1,0,15,Stable,"High cancellation rate, Complaint spike","Review menu availability, prep flow, and operational bottlenecks with the partner.",Low
R0117,La Cocina de Premium,Cali,Comida,4.4,4.4,-0.02,6.5,28,447,434,3.0,2,77,224.46,Diego Vargas,2026-01-19,🟢 ESTABLE,0,10,0,0,0,0,0,1,0,0,0,0,10,Stable,High cancellation rate,"Review menu availability, prep flow, and operational bottlenecks with the partner.",Low
R0118,Cevichería Express 6,Tijuana,Comida,4.0,4.1,-0.08,9.5,37,294,291,1.2,1,91,291.33,Fernando Castro,2025-12-01,🟢 ESTABLE,0,10,8,0,0,0,0,1,1,0,0,0,18,Stable,"High cancellation rate, Delivery delays","Review menu availability, prep flow, and operational bottlenecks with the partner.",Low
R0119,Mariscos La Esquina,Bogotá,Comida,4.9,4.8,0.1,1.8,30,338,318,6.4,1,71,378.34,Ana Torres,2024-06-12,🟢 ESTABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,Stable,No major risk signals,No immediate action required. Keep under routine monitoring.,Low
R0120,Mariscos La Abuela,Lima,Comida,4.9,4.8,0.07,8.9,29,286,275,4.1,3,66,373.9,Juan Pérez,2026-03-13,🟢 ESTABLE,0,10,0,0,5,0,0,1,0,0,1,0,15,Stable,"High cancellation rate, Complaint spike","Review menu availability, prep flow, and operational bottlenecks with the partner.",Low
R0121,El Asadero El Rey,Tijuana,Mercado,4.7,4.7,0.01,9.9,37,140,143,-1.8,0,77,306.89,Diego Vargas,2026-04-17,🟢 ESTABLE,0,10,8,0,0,0,0,1,1,0,0,0,18,Stable,"High cancellation rate, Delivery delays","Review menu availability, prep flow, and operational bottlenecks with the partner.",Low
R0122,La Fonda de El Portal,Santiago,Comida,4.4,4.5,-0.08,2.2,28,322,298,8.0,1,84,483.66,María López,2026-01-01,🟢 ESTABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,Stable,No major risk signals,No immediate action required. Keep under routine monitoring.,Low
R0123,Burger El Rey,Córdoba,Farmacia,2.4,3.1,-0.72,27.4,87,39,57,-31.8,33,9,127.49,Ana Torres,2026-03-25,🔴 CRÍTICO,25,20,15,20,10,10,1,1,1,1,1,1,100,Critical,"Strong rating drop, High cancellation rate, Delivery delays",Contact the partner today to review customer experience issues and recent complaints.,Immediate
R0124,Los Tacos de Don Chuy 9,Lima,Comida,4.9,4.6,0.29,6.2,25,449,466,-3.7,3,70,358.24,Fernando Castro,2026-04-18,🟢 ESTABLE,0,10,0,0,5,0,0,1,0,0,1,0,15,Stable,"High cancellation rate, Complaint spike","Review menu availability, prep flow, and operational bottlenecks with the partner.",Low
R0125,La Cocina de La Plaza,Guadalajara,Comida,1.3,2.2,-0.89,26.9,64,31,42,-26.4,28,16,157.5,Roberto Sánchez,2024-07-06,🔴 CRÍTICO,25,20,15,20,10,10,1,1,1,1,1,1,100,Critical,"Strong rating drop, High cancellation rate, Delivery delays",Contact the partner today to review customer experience issues and recent complaints.,Immediate
R0126,Parrilla Gourmet,Guadalajara,Comida,2.0,2.7,-0.67,41.0,84,39,61,-35.8,26,21,157.2,Sofía Ramírez,2026-08-02,🔴 CRÍTICO,25,20,15,20,10,10,1,1,1,1,1,1,100,Critical,"Strong rating drop, High cancellation rate, Delivery delays",Contact the partner today to review customer experience issues and recent complaints.,Immediate
R0127,Tortas El Torito,Barranquilla,Comida,3.3,3.4,-0.06,13.6,44,120,144,-16.9,16,45,170.73,Diego Vargas,2026-04-22,🟡 EN RIESGO,0,20,8,10,10,5,0,1,1,1,1,1,53,At Risk,"High cancellation rate, Delivery delays, Order volume decline","Review menu availability, prep flow, and operational bottlenecks with the partner.",Soon
R0128,Pizzería La Plaza,Medellín,Mercado,3.4,3.5,-0.06,19.8,59,48,57,-15.6,9,60,234.26,Diego Vargas,2026-08-23,🟡 EN RIESGO,0,20,15,10,10,0,0,1,1,1,1,0,55,At Risk,"High cancellation rate, Delivery delays, Order volume decline","Review menu availability, prep flow, and operational bottlenecks with the partner.",Soon
R0129,La Fonda de Del Barrio,Medellín,Comida,3.2,3.4,-0.2,13.3,38,108,119,-8.9,8,37,128.12,Isabella Moreno,2025-06-06,🟡 EN RIESGO,0,20,8,0,10,5,0,1,1,0,1,1,43,At Risk,"High cancellation rate, Delivery delays, Complaint spike","Review menu availability, prep flow, and operational bottlenecks with the partner.",Soon
R0130,Café El Rápido 3,Bogotá,Comida,3.2,3.3,-0.06,21.7,40,82,91,-10.2,12,45,224.09,Sofía Ramírez,2025-12-18,🟡 EN RIESGO,0,20,8,10,10,5,0,1,1,1,1,1,53,At Risk,"High cancellation rate, Delivery delays, Order volume decline","Review menu availability, prep flow, and operational bottlenecks with the partner.",Soon
R0131,El Asadero La Plaza,Lima,Comida,4.9,4.7,0.24,1.3,23,293,250,17.1,1,94,492.68,Paula Herrera,2026-12-10,🟢 ESTABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,Stable,No major risk signals,No immediate action required. Keep under routine monitoring.,Low
R0132,La Cocina de Don Chuy,Monterrey,Mercado,4.8,4.5,0.27,4.0,32,408,376,8.6,3,93,499.11,Isabella Moreno,2026-10-15,🟢 ESTABLE,0,0,0,0,5,0,0,0,0,0,1,0,5,Stable,Complaint spike,No immediate action required. Keep under routine monitoring.,Low
R0133,Pizzería Gourmet,Medellín,Comida,4.4,4.4,0.0,2.7,28,231,212,9.2,1,70,387.72,Paula Herrera,2026-07-24,🟢 ESTABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,Stable,No major risk signals,No immediate action required. Keep under routine monitoring.,Low
R0134,Pizzería Premium 4,Puebla,Farmacia,4.7,4.8,-0.1,4.5,32,216,182,18.9,2,83,425.78,Ana Torres,2025-08-18,🟢 ESTABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,Stable,No major risk signals,No immediate action required. Keep under routine monitoring.,Low
R0135,La Cocina de Express,Santiago,Comida,4.3,4.1,0.17,9.3,27,433,442,-2.1,2,76,388.97,Juan Pérez,2024-11-29,🟢 ESTABLE,0,10,0,0,0,0,0,1,0,0,0,0,10,Stable,High cancellation rate,"Review menu availability, prep flow, and operational bottlenecks with the partner.",Low
R0136,Cevichería El Portal,Barranquilla,Comida,4.9,4.6,0.27,7.8,24,206,184,12.0,4,92,447.71,Isabella Moreno,2026-09-01,🟢 ESTABLE,0,10,0,0,5,0,0,1,0,0,1,0,15,Stable,"High cancellation rate, Complaint spike","Review menu availability, prep flow, and operational bottlenecks with the partner.",Low
R0137,Pizzería El Centro 5,Puebla,Farmacia,3.0,3.3,-0.29,16.2,38,117,141,-16.9,14,45,134.55,Isabella Moreno,2026-08-30,🟡 EN RIESGO,10,20,8,10,10,5,1,1,1,1,1,1,63,Critical,"Strong rating drop, High cancellation rate, Delivery delays",Contact the partner today to review customer experience issues and recent complaints.,Immediate
R0138,Sushi La Esquina,CDMX,Comida,4.6,4.5,0.12,7.1,27,450,471,-4.5,2,91,181.03,Juan Pérez,2026-05-29,🟢 ESTABLE,0,10,0,0,0,0,0,1,0,0,0,0,10,Stable,High cancellation rate,"Review menu availability, prep flow, and operational bottlenecks with the partner.",Low
R0139,Burritos 100% Natural,CDMX,Comida,3.2,3.6,-0.38,20.7,50,34,40,-15.7,7,54,141.67,Paula Herrera,2026-04-06,🔴 CRÍTICO,10,20,8,10,10,0,1,1,1,1,1,0,58,At Risk,"Strong rating drop, High cancellation rate, Delivery delays",Contact the partner today to review customer experience issues and recent complaints.,Soon
R0140,El Mercado de El Rey,Buenos Aires,Comida,5.0,4.9,0.25,2.2,29,140,141,-0.5,4,77,359.81,Juan Pérez,2024-03-08,🟢 ESTABLE,0,0,0,0,5,0,0,0,0,0,1,0,5,Stable,Complaint spike,No immediate action required. Keep under routine monitoring.,Low
R0141,Burritos Del Norte 8,CDMX,Mercado,3.1,3.4,-0.28,13.3,58,44,55,-19.5,15,43,218.39,Ana Torres,2025-07-06,🟡 EN RIESGO,10,20,15,10,10,5,1,1,1,1,1,1,70,Critical,"Strong rating drop, High cancellation rate, Delivery delays",Contact the partner today to review customer experience issues and recent complaints.,Immediate
R0142,Pizzería El Portal,Bogotá,Comida,4.7,4.5,0.18,1.4,19,285,269,6.0,4,71,436.49,Ana Torres,2024-12-12,🟢 ESTABLE,0,0,0,0,5,0,0,0,0,0,1,0,5,Stable,Complaint spike,No immediate action required. Keep under routine monitoring.,Low
R0143,Café La Plaza 7,Puebla,Mercado,5.0,4.8,0.29,5.7,31,233,229,1.9,4,95,381.17,María López,2026-09-04,🟢 ESTABLE,0,10,0,0,5,0,0,1,0,0,1,0,15,Stable,"High cancellation rate, Complaint spike","Review menu availability, prep flow, and operational bottlenecks with the partner.",Low
R0144,La Cocina de 100% Natural,São Paulo,Comida,2.6,3.0,-0.43,27.0,81,31,53,-41.0,27,5,155.44,Roberto Sánchez,2025-07-07,🔴 CRÍTICO,10,20,15,20,10,10,1,1,1,1,1,1,85,Critical,"Strong rating drop, High cancellation rate, Delivery delays",Contact the partner today to review customer experience issues and recent complaints.,Immediate
R0145,La Cocina de Del Norte 8,Bogotá,Mercado,2.0,2.8,-0.82,25.3,68,26,36,-27.5,44,14,164.71,Carlos Mendoza,2026-03-02,🔴 CRÍTICO,25,20,15,20,10,10,1,1,1,1,1,1,100,Critical,"Strong rating drop, High cancellation rate, Delivery delays",Contact the partner today to review customer experience issues and recent complaints.,Immediate
R0146,El Rincón El Rey,Bogotá,Comida,3.6,3.7,-0.09,12.3,59,105,116,-9.1,13,36,196.7,Diego Vargas,2025-11-11,🟢 ESTABLE,0,20,15,0,10,5,0,1,1,0,1,1,50,At Risk,"High cancellation rate, Delivery delays, Complaint spike","Review menu availability, prep flow, and operational bottlenecks with the partner.",Soon
R0147,Mariscos Casero 5,CDMX,Comida,4.2,4.2,0.03,3.5,32,353,317,11.2,2,73,302.28,Roberto Sánchez,2026-10-11,🟢 ESTABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,Stable,No major risk signals,No immediate action required. Keep under routine monitoring.,Low
R0148,Café Del Barrio,Guadalajara,Comida,4.5,4.4,0.13,3.0,22,88,87,1.5,4,83,424.8,Sofía Ramírez,2025-01-07,🟢 ESTABLE,0,0,0,0,5,0,0,0,0,0,1,0,5,Stable,Complaint spike,No immediate action required. Keep under routine monitoring.,Low
R0149,Tortas El Rápido 7,Bogotá,Farmacia,5.0,4.7,0.29,6.8,33,315,318,-0.8,2,70,227.59,Isabella Moreno,2026-11-26,🟢 ESTABLE,0,10,0,0,0,0,0,1,0,0,0,0,10,Stable,High cancellation rate,"Review menu availability, prep flow, and operational bottlenecks with the partner.",Low
R0150,El Fogón El Centro,Monterrey,Comida,3.2,3.3,-0.11,10.6,35,82,100,-17.9,15,37,130.87,María López,2024-03-19,🟡 EN RIESGO,0,20,8,10,10,5,0,1,1,1,1,1,53,At Risk,"High cancellation rate, Delivery delays, Order volume decline","Review menu availability, prep flow, and operational bottlenecks with the partner.",Soon
R0151,Carnitas El Centro,Bogotá,Comida,3.5,3.7,-0.18,15.8,50,32,40,-19.9,13,43,121.9,Isabella Moreno,2025-09-14,🟡 EN RIESGO,0,20,8,10,10,5,0,1,1,1,1,1,53,At Risk,"High cancellation rate, Delivery delays, Order volume decline","Review menu availability, prep flow, and operational bottlenecks with the partner.",Soon
R0152,Taquería La Esquina,Tijuana,Mercado,3.6,3.7,-0.12,20.9,38,42,48,-12.1,8,36,219.16,Sofía Ramírez,2026-02-24,🔴 CRÍTICO,0,20,8,10,10,5,0,1,1,1,1,1,53,At Risk,"High cancellation rate, Delivery delays, Order volume decline","Review menu availability, prep flow, and operational bottlenecks with the partner.",Soon
R0153,El Asadero 100% Natural,Medellín,Bebidas,2.0,2.7,-0.75,35.3,74,48,62,-22.6,17,20,179.17,Ana Torres,2024-09-08,🔴 CRÍTICO,25,20,15,10,10,10,1,1,1,1,1,1,90,Critical,"Strong rating drop, High cancellation rate, Delivery delays",Contact the partner today to review customer experience issues and recent complaints.,Immediate
R0154,El Mercado de Del Norte,Buenos Aires,Bebidas,4.8,4.6,0.18,1.7,31,410,358,14.6,4,92,511.11,Isabella Moreno,2024-05-27,🟢 ESTABLE,0,0,0,0,5,0,0,0,0,0,1,0,5,Stable,Complaint spike,No immediate action required. Keep under routine monitoring.,Low
R0155,La Cocina de La Familia 6,Bogotá,Comida,1.9,2.8,-0.88,40.4,75,6,7,-19.0,33,4,155.23,Paula Herrera,2024-08-05,🔴 CRÍTICO,25,20,15,10,10,10,1,1,1,1,1,1,90,Critical,"Strong rating drop, High cancellation rate, Delivery delays",Contact the partner today to review customer experience issues and recent complaints.,Immediate
R0156,El Mercado de Del Norte 7,Lima,Comida,4.9,4.7,0.22,7.2,20,336,296,13.6,2,66,213.21,Juan Pérez,2024-08-03,🟢 ESTABLE,0,10,0,0,0,0,0,1,0,0,0,0,10,Stable,High cancellation rate,"Review menu availability, prep flow, and operational bottlenecks with the partner.",Low
R0157,Café Don Chuy,Lima,Bebidas,3.6,3.8,-0.24,12.7,52,78,90,-13.5,15,48,225.71,Carlos Mendoza,2026-08-19,🟡 EN RIESGO,10,20,15,10,10,5,1,1,1,1,1,1,70,Critical,"Strong rating drop, High cancellation rate, Delivery delays",Contact the partner today to review customer experience issues and recent complaints.,Immediate
R0158,El Rincón Artesanal 8,Lima,Comida,3.6,3.7,-0.14,13.8,38,41,51,-19.9,9,44,177.59,Sofía Ramírez,2024-09-26,🟡 EN RIESGO,0,20,8,10,10,5,0,1,1,1,1,1,53,At Risk,"High cancellation rate, Delivery delays, Order volume decline","Review menu availability, prep flow, and operational bottlenecks with the partner.",Soon
R0159,Cevichería Del Norte 8,Guadalajara,Comida,4.2,4.1,0.12,6.4,28,277,291,-4.7,3,77,444.92,Isabella Moreno,2025-07-11,🟢 ESTABLE,0,10,0,0,5,0,0,1,0,0,1,0,15,Stable,"High cancellation rate, Complaint spike","Review menu availability, prep flow, and operational bottlenecks with the partner.",Low
R0160,El Mercado de Premium,Querétaro,Comida,4.4,4.3,0.1,1.6,31,221,209,5.5,3,90,206.15,Sofía Ramírez,2025-07-19,🟢 ESTABLE,0,0,0,0,5,0,0,0,0,0,1,0,5,Stable,Complaint spike,No immediate action required. Keep under routine monitoring.,Low
R0161,Cevichería Express,Barranquilla,Comida,4.1,4.0,0.06,8.6,30,248,234,6.0,3,91,460.0,Fernando Castro,2024-12-04,🟢 ESTABLE,0,10,0,0,5,0,0,1,0,0,1,0,15,Stable,"High cancellation rate, Complaint spike","Review menu availability, prep flow, and operational bottlenecks with the partner.",Low
R0162,La Fonda de El Rápido,Lima,Farmacia,5.0,4.9,0.29,3.6,38,331,278,19.2,1,75,307.86,Paula Herrera,2026-03-18,🟢 ESTABLE,0,0,8,0,0,0,0,0,1,0,0,0,8,Stable,Delivery delays,Check preparation and delivery bottlenecks and align on corrective actions with the partner.,Low
R0163,Parrilla Premium,Guadalajara,Comida,3.5,3.6,-0.07,15.5,57,56,65,-13.4,9,56,230.85,Paula Herrera,2026-12-18,🟡 EN RIESGO,0,20,15,10,10,0,0,1,1,1,1,0,55,At Risk,"High cancellation rate, Delivery delays, Order volume decline","Review menu availability, prep flow, and operational bottlenecks with the partner.",Soon
R0164,Sushi Fusión 8,Guadalajara,Mercado,5.0,4.9,0.09,4.6,34,434,411,5.5,0,90,509.27,Isabella Moreno,2026-06-30,🟢 ESTABLE,0,0,0,0,0,0,0,0,0,0,0,0,0,Stable,No major risk signals,No immediate action required. Keep under routine monitoring.,Low
R0165,Tortas 100% Natural,CDMX,Comida,4.7,4.6,0.13,6.8,38,284,238,19.2,2,95,450.72,Carlos Mendoza,2024-03-22,🟢 ESTABLE,0,10,8,0,0,0,0,1,1,0,0,0,18,Stable,"High cancellation rate, Delivery delays","Review menu availability, prep flow, and operational bottlenecks with the partner.",Low
R0166,Tortas La Esquina,Guadalajara,Mercado,3.4,3.6,-0.16,12.7,46,80,92,-13.1,15,48,230.47,María López,2026-02-05,🟡 EN RIESGO,0,20,8,10,10,5,0,1,1,1,1,1,53,At Risk,"High cancellation rate, Delivery delays, Order volume decline","Review menu availability, prep flow, and operational bottlenecks with the partner.",Soon
R0167,Burritos La Familia 3,CDMX,Comida,3.5,3.8,-0.28,14.1,60,56,64,-12.2,10,45,135.62,Roberto Sánchez,2025-12-14,🟡 EN RIESGO,10,20,15,10,10,5,1,1,1,1,1,1,70,Critical,"Strong rating drop, High cancellation rate, Delivery delays",Contact the partner today to review customer experience issues and recent complaints.,Immediate
R0168,Taquería Gourmet 3,CDMX,Mercado,3.2,3.3,-0.06,12.9,40,100,121,-17.6,13,43,273.35,Juan Pérez,2026-06-08,🟡 EN RIESGO,0,20,8,10,10,5,0,1,1,1,1,1,53,At Risk,"High cancellation rate, Delivery delays, Order volume decline","Review menu availability, prep flow, and operational bottlenecks with the partner.",Soon
